name,slug,lat,lng,country,wind_direction,water_type,difficulty,season,url
honshu   kemigawahama,honshu___kemigawahama,35.6291,140.0465,Japan,"S, SSW",Chop,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/honshu___kemigawahama
honshu   mirukaigan,honshu___mirukaigan,35.1856,139.6561,Japan,NE,"Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/honshu___mirukaigan
honshu   omaezaki,honshu___omaezaki,34.6283,138.1219,Japan,"E, ESE, SE, SSE, S, SSW, SW, WSW, W","Small wave, Medium wave, Big wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/honshu___omaezaki
honshu   shirasato,honshu___shirasato,35.4961,140.4288,Japan,"NNE, NE, SE","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/honshu___shirasato
hood canal   potlatch state park,hood_canal___potlatch_state_park,47.3766,-123.1488,Washington+(USA),S,Chop,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/hood_canal___potlatch_state_park
horton,horton,51.5476,-4.2012,Wales+(UK),"E, ESE, SE, SSE, S","Shallow, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/horton
houlgate,houlgate,49.3004,-0.0844,France,WSW,"Shallow, Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/houlgate
hourtin plage,hourtin_plage,45.2233,-1.1721,France,"SW, NW","Shallow, Chop, Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/hourtin_plage
hove,hove,50.8246,-0.1821,England+(UK),SW,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/hove
hoverport,hoverport,50.9753,1.8821,France,"NE, W, WNW, NW","Shallow, Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/hoverport
hoylake,hoylake,53.3866,-3.1995,England+(UK),No information,"Shallow, Flat, Chop",No information,,https://se.kiteforum.com/kitesurf/spot/hoylake
huahine iti   parea,huahine_iti___parea,-16.8136,-150.9807,French+Polynesia,"E, ESE, SE, SSE, S","Shallow, Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/huahine_iti___parea
hudson river   cold spring,hudson_river___cold_spring,41.414,-73.9582,New+York+(USA),"N, E","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/hudson_river___cold_spring
hudson river   croton point park,hudson_river___croton_point_park,41.1862,-73.8952,New+York+(USA),"N, W","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/hudson_river___croton_point_park
hudson river   grassy point,hudson_river___grassy_point,41.2247,-73.9641,New+York+(USA),NW,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/hudson_river___grassy_point
hudson river   haverstraw marina,hudson_river___haverstraw_marina,41.2137,-73.9637,New+York+(USA),No information,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/hudson_river___haverstraw_marina
hudson river   senasqua park,hudson_river___senasqua_park,41.2032,-73.8915,New+York+(USA),NW,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/hudson_river___senasqua_park
huguenot memorial park  the pond,huguenot_memorial_park__the_pond_,30.4071,-81.4045,Florida+(USA),"NE, SE","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/huguenot_memorial_park__the_pond_
huia,huia,-36.9994,174.57,New+Zealand,SSW,"Shallow, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/huia
huisduinen,huisduinen,52.9525,4.7205,Netherlands,No information,"Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/huisduinen
humberston speed strip,humberston_speed_strip,53.5323,0.0113,England+(UK),"N, NE, E, SE, NW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/humberston_speed_strip
hunstanton beach,hunstanton_beach,52.9352,0.4837,England+(UK),"N, SW, WSW, W","Shallow, Flat, Chop",No information,,https://se.kiteforum.com/kitesurf/spot/hunstanton_beach
hunting island,hunting_island,32.3746,-80.4364,South+Carolina+(USA),S,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/hunting_island
hydroxychloroquine bnf,hydroxychloroquine_bnf,-20.4667,57.3099,Mauritius,No information,"Flat, Chop, Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/hydroxychloroquine_bnf
ibiraquera,ibiraquera,-28.1558,-48.6532,Brazil,"N, NE, SE, S, SW","Shallow, Flat, Chop, Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ibiraquera
ibiza   cala martina,ibiza___cala_martina,38.9915,1.5731,Spain,"S, SSW, SW","Shallow, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ibiza___cala_martina
ibiza   cap des falco,ibiza___cap_des_falco,38.8519,1.3667,Spain,SW,"Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ibiza___cap_des_falco
ibiza   es cavallet,ibiza___es_cavallet,38.8449,1.4037,Spain,NE,"Shallow, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ibiza___es_cavallet
ibiza   es codolls,ibiza___es_codolls,38.8701,1.3463,Spain,"S, SSW, SW","Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ibiza___es_codolls
ibiza   es pinet,ibiza___es_pinet,38.9686,1.298,Spain,"N, NNE, NE, NW, NNW","Flat, Chop, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ibiza___es_pinet
ibiza   playa las salinas,ibiza___playa_las_salinas,38.8421,1.3878,Spain,"SE, SSE, S, SSW, SW","Shallow, Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ibiza___playa_las_salinas
ibiza   san antoni,ibiza___san_antoni,38.9701,1.3038,Spain,"N, NW, NNW","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ibiza___san_antoni
icarai,icarai,-3.6735,-38.6656,Brazil,E,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/icarai
igea marina,igea_marina,44.1408,12.4764,Italy,No information,"Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/igea_marina
ihumateo rd,ihumateo_rd,-36.9887,174.7444,New+Zealand,"SW, WSW, W, WNW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ihumateo_rd
ijmuiden,ijmuiden,52.4458,4.5605,Netherlands,"N, S, SW, NW","Shallow, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ijmuiden
ijsselmeer   hindeloopen,ijsselmeer___hindeloopen,52.9383,5.4018,Netherlands,No information,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ijsselmeer___hindeloopen
ijsselmeer   kornwerderzand,ijsselmeer___kornwerderzand,53.0738,5.3431,Netherlands,No information,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ijsselmeer___kornwerderzand
ijsselmeer   makkum,ijsselmeer___makkum,53.0503,5.3793,Netherlands,No information,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ijsselmeer___makkum
ijsselmeer   stavoren,ijsselmeer___stavoren,52.8723,5.37,Netherlands,"SE, SSE, S, SSW, SW, WSW, W, WNW","Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ijsselmeer___stavoren
ijsselmeer   workum  it soal,ijsselmeer___workum__it_soal_,52.9677,5.4117,Netherlands,"S, SW, NW, NNW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ijsselmeer___workum__it_soal_
ile de lameque   kite park,ile_de_lameque___kite_park,47.7244,-64.6533,Canada,"SE, SSE, S, SSW, SW, WSW, W","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_lameque___kite_park
ile de noirmoutier   barbatre,ile_de_noirmoutier___barbatre,46.9441,-2.1888,France,"SE, S, W, NW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_noirmoutier___barbatre
ile de noirmoutier   la gueriniere,ile_de_noirmoutier___la_gueriniere,46.9654,-2.2264,France,SW,"Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_noirmoutier___la_gueriniere
ile de noirmoutier   la luzeronde,ile_de_noirmoutier___la_luzeronde,47.0094,-2.2927,France,"SW, NW","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_noirmoutier___la_luzeronde
ile de noirmoutier   le fort larron,ile_de_noirmoutier___le_fort_larron,46.9914,-2.2187,France,"N, NE, SE","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_noirmoutier___le_fort_larron
ile de noirmoutier   les boucholeurs,ile_de_noirmoutier___les_boucholeurs,46.9168,-2.1706,France,"SW, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_noirmoutier___les_boucholeurs
ile de noirmoutier   pointe de la fosse,ile_de_noirmoutier___pointe_de_la_fosse,46.8941,-2.1486,France,NE,"Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_noirmoutier___pointe_de_la_fosse
ile de porquerolles   la courtade,ile_de_porquerolles___la_courtade,43.003,6.2122,France,"W, WNW, NW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_porquerolles___la_courtade
ile de porquerolles   le langoustier,ile_de_porquerolles___le_langoustier,43.0006,6.1665,France,W,"Shallow, Flat, Chop, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_porquerolles___le_langoustier
ile de porquerolles   notre dame,ile_de_porquerolles___notre_dame,43.0112,6.2331,France,NW,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_porquerolles___notre_dame
ile de re   la couarde,ile_de_re___la_couarde,46.1885,-1.4237,France,"SW, WSW, W","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_re___la_couarde
ile de re   le gros jonc,ile_de_re___le_gros_jonc,46.1738,-1.385,France,"W, WNW, NW","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_re___le_gros_jonc
ile de re   le matray,ile_de_re___le_matray,46.2009,-1.4854,France,"SW, WSW, W","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_re___le_matray
ile de re   les gouillauds,ile_de_re___les_gouillauds,46.1677,-1.3716,France,"W, WNW, NW","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_re___les_gouillauds
ile de re   phares des baleines,ile_de_re___phares_des_baleines,46.2453,-1.5602,France,W,"Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_re___phares_des_baleines
ile de re   plage des prises,ile_de_re___plage_des_prises,46.1988,-1.4516,France,"SW, WSW, W, WNW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_re___plage_des_prises
ile de re   pointe de grignon,ile_de_re___pointe_de_grignon,46.2026,-1.5354,France,NW,"Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_re___pointe_de_grignon
ile de re   pointe du lizay,ile_de_re___pointe_du_lizay,46.2568,-1.5168,France,"NE, E, SW, W, NW",Medium wave,Expert,,https://se.kiteforum.com/kitesurf/spot/ile_de_re___pointe_du_lizay
ile de re   rivedoux,ile_de_re___rivedoux,46.1628,-1.2545,France,"N, NNE, NE, S, SSW, SW","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_re___rivedoux
ile de re   saint clement des baleines,ile_de_re___saint_clement_des_baleines,46.2465,-1.5345,France,W,No information,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_de_re___saint_clement_des_baleines
ile de vierge,ile_de_vierge,48.6376,-4.5701,France,"SW, WSW, W",Big wave,Expert,,https://se.kiteforum.com/kitesurf/spot/ile_de_vierge
ile grande east,ile_grande_east,48.8011,-3.5642,France,"NE, ENE, E, ESE, SE","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_grande_east
ile grande west,ile_grande_west,48.7996,-3.5855,France,"N, NW, NNW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_grande_west
ile lameque   pointe canot,ile_lameque___pointe_canot,47.8439,-64.6944,Canada,"NE, NW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_lameque___pointe_canot
ile tudy,ile_tudy,47.8431,-4.1659,France,"SE, SSE, S","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ile_tudy
iles de glenan   guiriden,iles_de_glenan___guiriden,47.7248,-3.9728,France,No information,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/iles_de_glenan___guiriden
iles de glenan   penfret,iles_de_glenan___penfret,47.7175,-3.9564,France,No information,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/iles_de_glenan___penfret
iles de glenan   saint nicolas,iles_de_glenan___saint_nicolas,47.7248,-3.999,France,No information,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/iles_de_glenan___saint_nicolas
ilha da culatra,ilha_da_culatra,36.9925,-7.833,Portugal,No information,"Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilha_da_culatra
ilha de armona,ilha_de_armona,37.02,-7.7908,Portugal,No information,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilha_de_armona
ilha de faro,ilha_de_faro,37.0073,-7.9951,Portugal,NW,"Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilha_de_faro
ilha de luanda   chicala,ilha_de_luanda___chicala,-8.8221,13.2128,Angola,No information,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilha_de_luanda___chicala
ilha de luanda   east beach,ilha_de_luanda___east_beach,-8.7984,13.2243,Angola,No information,"Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilha_de_luanda___east_beach
ilha de luanda   north point,ilha_de_luanda___north_point,-8.7608,13.2632,Angola,No information,"Shallow, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilha_de_luanda___north_point
ilha de porto santo   porto santo,ilha_de_porto_santo___porto_santo,33.06,-16.3299,Portugal,No information,"Flat, Chop",Expert,,https://se.kiteforum.com/kitesurf/spot/ilha_de_porto_santo___porto_santo
ilha do governador   bicas beach,ilha_do_governador___bicas_beach,-22.8187,-43.1968,Brazil,No information,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilha_do_governador___bicas_beach
ilha do guajiru   praia da barra,ilha_do_guajiru___praia_da_barra,-2.881,-39.9082,Brazil,"E, ESE","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilha_do_guajiru___praia_da_barra
ilha do guajiru   praia do guajiru,ilha_do_guajiru___praia_do_guajiru,-2.8759,-39.9216,Brazil,"NE, ENE, E, ESE, SE","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilha_do_guajiru___praia_do_guajiru
ilha do guajiru   secret spot,ilha_do_guajiru___secret_spot,-2.8903,-39.8842,Brazil,"NE, ENE, E, ESE, SE","Flat, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilha_do_guajiru___secret_spot
ilha do mosqueiro   chap u virado,ilha_do_mosqueiro___chap_u_virado,-1.1331,-48.4592,Brazil,No information,"Flat, Chop, Small wave",Intermediate,,https://se.kiteforum.com/kitesurf/spot/ilha_do_mosqueiro___chap_u_virado
ilha do mussulo   point of mussulo,ilha_do_mussulo___point_of_mussulo,-8.8647,13.1593,Angola,No information,"Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilha_do_mussulo___point_of_mussulo
ilhabela   pereque,ilhabela___pereque,-23.8155,-45.3706,Brazil,SW,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilhabela___pereque
ilhabela   ponta das canas,ilhabela___ponta_das_canas,-23.7232,-45.3333,Brazil,NE,"Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilhabela___ponta_das_canas
ilhabela   siri ba,ilhabela___siri_ba,-23.7482,-45.3477,Brazil,S,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilhabela___siri_ba
ilot maitre,ilot_maitre,-22.3328,166.4107,New+Caledonia,"E, ESE, SE, SSE, S","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilot_maitre
ilot sancho,ilot_sancho,-20.5036,57.4497,Mauritius,SE,"Shallow, Flat, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ilot_sancho
imessouane,imessouane,30.8406,-9.8179,Morocco,No information,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/imessouane
imperial beach,imperial_beach,32.5768,-117.1329,California+(USA),"SW, NW","Chop, Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/imperial_beach
inch beach,inch_beach,52.1412,-9.9801,Ireland,"SE, SSE, S","Chop, Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/inch_beach
incheydoney,incheydoney,51.5959,-8.867,Ireland,"SE, SSE, S, W","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/incheydoney
infiernillo beach,infiernillo_beach,-35.7692,-72.5619,Chile,S,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/infiernillo_beach
ingleses,ingleses,-27.4349,-48.3922,Brazil,"N, NNE, NE",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ingleses
intermares  mar dos macacos,intermares__mar_dos_macacos_,-7.0499,-34.8417,Brazil,No information,"Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/intermares__mar_dos_macacos_
isla blanca   dos sue os,isla_blanca___dos_sue_os,21.3339,-86.7955,Mexico,"E, ESE, SE","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_blanca___dos_sue_os
isla blanca   ikarus kite camp,isla_blanca___ikarus_kite_camp,21.3227,-86.8081,Mexico,"N, NNE, NE, WNW, NW, NNW","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_blanca___ikarus_kite_camp
isla canela,isla_canela,37.1738,-7.3857,Spain,"SW, WSW, W","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_canela
isla cristina,isla_cristina,37.1904,-7.3227,Spain,No information,"Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_cristina
isla de arousa,isla_de_arousa,42.5468,-8.8563,Spain,"N, S","Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_de_arousa
isla espalmador,isla_espalmador,38.7757,1.4322,Spain,"N, NE, E, SE, S, SW, W, NW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_espalmador
isla holbox   cabo catoche,isla_holbox___cabo_catoche,21.6044,-87.0984,Mexico,"N, NE, E","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_holbox___cabo_catoche
isla holbox   playa de las tortugas,isla_holbox___playa_de_las_tortugas,21.5419,-87.2894,Mexico,"N, NE, E","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_holbox___playa_de_las_tortugas
isla holbox   punta mosquito,isla_holbox___punta_mosquito,21.5638,-87.3344,Mexico,"N, NE, E","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_holbox___punta_mosquito
isla margarita   el saco,isla_margarita___el_saco,11.0281,-64.1842,Venezuela,"NE, ENE, E","Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_margarita___el_saco
isla margarita   el yaque,isla_margarita___el_yaque,10.8971,-63.9606,Venezuela,E,"Shallow, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_margarita___el_yaque
isla margarita   kitebeach,isla_margarita___kitebeach,10.895,-63.9372,Venezuela,E,"Shallow, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_margarita___kitebeach
isla margarita   pelikan beach,isla_margarita___pelikan_beach,10.8968,-63.9477,Venezuela,E,"Shallow, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_margarita___pelikan_beach
isla vista,isla_vista,34.4094,-119.8695,California+(USA),No information,"Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isla_vista
islamorada   whale harbor marina,islamorada___whale_harbor_marina,24.936,-80.6123,Florida+(USA),"NE, ENE, E, ESE, SE, SSE, S","Shallow, Flat, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/islamorada___whale_harbor_marina
isle aux cerfs,isle_aux_cerfs,-20.277,57.8051,Mauritius,SE,"Shallow, Flat, Chop, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_aux_cerfs
isle of anglesey   llandwyn bay,isle_of_anglesey___llandwyn_bay,53.1428,-4.3859,Wales+(UK),No information,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_anglesey___llandwyn_bay
isle of anglesey   red wharf bay,isle_of_anglesey___red_wharf_bay,53.3008,-4.1944,Wales+(UK),No information,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_anglesey___red_wharf_bay
isle of anglesey   rhosneigr,isle_of_anglesey___rhosneigr,53.226,-4.524,Wales+(UK),No information,"Shallow, Flat, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_anglesey___rhosneigr
isle of barra   traigh eais,isle_of_barra___traigh_eais,57.034,-7.4513,Scotland+(UK),"WSW, NW, NNW","Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_barra___traigh_eais
isle of barra   traigh mor,isle_of_barra___traigh_mor,57.0263,-7.4444,Scotland+(UK),NE,"Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_barra___traigh_mor
isle of barra   traigh scuivall,isle_of_barra___traigh_scuivall,57.0478,-7.4336,Scotland+(UK),"N, NNE, NE, ENE, E, NW, NNW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_barra___traigh_scuivall
isle of lewis   barvas,isle_of_lewis___barvas,58.3657,-6.5454,Scotland+(UK),No information,No information,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_lewis___barvas
isle of lewis   bragar,isle_of_lewis___bragar,58.3459,-6.6207,Scotland+(UK),No information,"Shallow, Small wave, Medium wave",Expert,,https://se.kiteforum.com/kitesurf/spot/isle_of_lewis___bragar
isle of lewis   eoropaidh,isle_of_lewis___eoropaidh,58.498,-6.2721,Scotland+(UK),"SW, NW","Chop, Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_lewis___eoropaidh
isle of lewis   uig bay  adroil sands,isle_of_lewis___uig_bay__adroil_sands_,58.1853,-7.0324,Scotland+(UK),"W, WNW, NW","Shallow, Flat","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_lewis___uig_bay__adroil_sands_
isle of wight   appley,isle_of_wight___appley,50.7282,-1.1422,England+(UK),"N, NE, ENE, E, ESE, SE, W","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_wight___appley
isle of wight   compton bay,isle_of_wight___compton_bay,50.6625,-1.4772,England+(UK),No information,Medium wave,No information,,https://se.kiteforum.com/kitesurf/spot/isle_of_wight___compton_bay
isle of wight   niton,isle_of_wight___niton,50.5765,-1.2882,England+(UK),No information,No information,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_wight___niton
isle of wight   ventnor,isle_of_wight___ventnor,50.5931,-1.2083,England+(UK),No information,"Shallow, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isle_of_wight___ventnor
isle of wight   yaverland,isle_of_wight___yaverland,50.662,-1.1335,England+(UK),No information,Chop,No information,,https://se.kiteforum.com/kitesurf/spot/isle_of_wight___yaverland
isola delle conchiglie  shell island,isola_delle_conchiglie__shell_island_,45.7029,13.1636,Italy,No information,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isola_delle_conchiglie__shell_island_
isola maddalena   baja trinidad,isola_maddalena___baja_trinidad,41.2414,9.3986,Italy,NW,"Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/isola_maddalena___baja_trinidad
j street   bayside park,j_street___bayside_park,32.628,-117.1077,California+(USA),NW,"Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/j_street___bayside_park
jack beach,jack_beach,33.5021,-7.8902,Morocco,No information,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/jack_beach
jacuma,jacuma,-5.5879,-35.2272,Brazil,No information,"Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/jacuma
